Movie_Title,new_censor
Death Note: Desu nôto,unrated
Chinjeolhan geumjassi,adults
Perfume: The Story of a Murderer,adults
Kiss Kiss Bang Bang,adults
Ne le dis à personne,unrated
Les invasions barbares,adults
House of Sand and Fog,adults
Boksuneun naui geot,kids
The Life of David Gale,adults
The Man Who Wasn't There,kids
Gangs of New York,adults
Ghost Dog: The Way of the Samurai,adults
Following,adults
A Simple Plan,adults
Jackie Brown,teens
Funny Games,adults
Sleepers,kids
Dead Man Walking,adults
A Perfect World,kids
Menace II Society,adults
The Player,kids
Thelma & Louise,kids
Mystery Train,unrated
"The Cook, the Thief, His Wife & Her Lover",unrated
A Fish Called Wanda,adults
How to Steal a Million,adults
Pierrot le fou,unrated
Lolita,unrated
The Lady from Shanghai,unrated
Blindspotting,adults
Uncut Gems,adults
The Hate U Give,teens
Calvary,adults
The Judge,adults
Av Mevsimi,unrated
Felon,adults
Notes on a Scandal,adults
Maria Full of Grace,adults
Hooligans,adults
La mala educación,adults
In the Bedroom,kids
Frequency,adults
The Talented Mr. Ripley,teens
Les Misérables,kids
A Time to Kill,kids
Tesis,adults
Dolores Claiborne,adults
Bullets Over Broadway,adults
C'est arrivé près de chez vous,unrated
Dirty Rotten Scoundrels,kids
Body Heat,adults
Blow Out,adults
...and justice for all.,unrated
Marathon Man,adults
Three Days of the Condor,unrated
Straw Dogs,adults
Detroit,adults
Good Time,adults
Shot Caller,adults
Cruella,unrated
Starred Up,unrated
The Place Beyond the Pines,adults
The Guard,adults
Luftslottet som sprängdes,adults
Four Lions,adults
Animal Kingdom,adults
The Lincoln Lawyer,adults
Mr. Brooks,adults
Hustle & Flow,adults
Matchstick Men,adults
Dirty Pretty Things,kids
Before the Devil Knows You're Dead,adults
Irréversible,adults
Sexy Beast,adults
Rounders,kids
Pusher,unrated
Bound,adults
Shallow Grave,kids
Cape Fear,adults
Drugstore Cowboy,teens
Wall Street,adults
Raising Arizona,kids
Murder by Death,unrated
Murder on the Orient Express,kids
The Stranger,unrated
Dogman,unrated
Dope,adults
West Side Story,kids
Kvinden i buret,unrated
American Hustle,adults
Talaash,kids
Now You See Me,kids
Mientras duermes,unrated
The Ghost Writer,teens
Nothing But the Truth,adults
Fracture,adults
In the Valley of Elah,adults
Tsotsi,kids
Michael Clayton,adults
Brick,adults
Mean Creek,adults
Chicago,adults
Red Dragon,adults
Frailty,adults
The Bank Job,unrated
Go,adults
The Rainmaker,kids
Sydney,adults
The Crying Game,unrated
Wild at Heart,adults
Heathers,kids
Manhunter,adults
Clue,unrated
Top Secret!,kids
Death on the Nile,kids
The Pink Panther Strikes Again,unrated
Mean Streets,adults
Take the Money and Run,kids
Queen & Slim,adults
The Devil All the Time,adults
Bad Times at the El Royale,teens
The White Tiger,teens
Aus dem Nichts,adults
Don't Breathe,adults
Tangerine,adults
Elle,adults
99 Homes,adults
Blue Ruin,adults
Side Effects,adults
Seven Psychopaths,adults
The Outfit,adults
Dhamaka,teens
The Unforgivable,adults
Kol,teens
Frozen River,adults
State of Play,kids
Elephant,adults
11:14,adults
Runaway Jury,kids
Tais-toi!,unrated
Bad Santa,adults
Narc,adults
Phone Booth,adults
Strange Days,adults
Sneakers,kids
The Accused,adults
Rumble Fish,adults
The Outsiders,kids
Dressed to Kill,adults
Klute,adults
Marnie,adults
The Mule,adults
Nightmare Alley,adults
Gräns,adults
Rustom,kids
Green Room,adults
Robot & Frank,teens
The Angels' Share,unrated
We're the Millers,adults
The Drop,adults
Filth,adults
Gomorra,unrated
Unthinkable,adults
Burn After Reading,adults
The Lookout,adults
8 femmes,adults
John Q,kids
Super Troopers,adults
Heaven,adults
The Salton Sea,adults
Boiler Room,adults
Out of Sight,kids
Cop Land,adults
Breakdown,adults
Bad Lieutenant,adults
Átame!,adults
The Return of the Pink Panther,unrated
Soylent Green,kids
The Pink Panther,unrated
I don't feel at home in this world anymore.,adults
Todos lo saben,adults
Trance,adults
Trust,adults
Horrible Bosses,adults
Haseen Dillruba,adults
The Conspirator,teens
Ocean's Thirteen,kids
A Guide to Recognizing Your Saints,adults
Les rivières pourpres,adults
The Limey,adults
Taxi,kids
Suicide Kings,adults
Bottle Rocket,adults
Get Shorty,kids
The Naked Gun 2½: The Smell of Fear,kids
King of New York,adults
The Grifters,adults
Frantic,kids
Adventures in Babysitting,kids
Ruthless People,kids
Fletch,kids
The Thomas Crown Affair,kids
22 July,adults
A Simple Favor,teens
I See You,adults
You Were Never Really Here,adults
The Dry,adults
Widows,adults
The House That Jack Built,adults
Joe,adults
A Most Wanted Man,adults
The East,teens
Defendor,adults
Exam,unrated
Middle Men,adults
Disturbia,adults
21,adults
Keeping Mum,adults
Motherless Brooklyn,adults
The Football Factory,adults
Oliver Twist,teens
Millions,kids
Panic Room,kids
The Pledge,adults
Hannibal,adults
The Thomas Crown Affair,kids
Freeway,adults
To Die For,kids
Serial Mom,adults
Romper Stomper,adults
Home Alone 2: Lost in New York,kids
Dead Again,kids
"See No Evil, Hear No Evil",adults
Sea of Love,adults
Body Double,adults
Risky Business,adults
House on Haunted Hill,unrated
Let Him Go,adults
The Good Liar,adults
Veronica Mars,teens
Gold,adults
The Disappearance of Alice Creed,adults
The Perfect Host,adults
Cold in July,adults
Big Nothing,adults
The Air I Breathe,adults
The Matador,adults
Swimming Pool,adults
Spun,adults
The Curse of the Jade Scorpion,teens
The Whole Nine Yards,adults
Summer of Sam,adults
The Bone Collector,adults
Life,unrated
Analyze This,adults
U Turn,adults
Apt Pupil,adults
Things to Do in Denver When You're Dead,adults
The Client,kids
Kalifornia,adults
Phenomena,adults
Stir Crazy,kids
Cherry,adults
Thoroughbreds,kids
Peter Rabbit,kids
The Book of Henry,teens
Irrational Man,adults
Going in Style,teens
The Heat,adults
Focus,adults
Inherent Vice,adults
The Loved Ones,unrated
The Bad Lieutenant: Port of Call - New Orleans,adults
Stillwater,adults
Paranoid Park,adults
Transsiberian,adults
Cassandra's Dream,teens
Butterfly on a Wheel,kids
Pride and Glory,adults
Scoop,teens
Derailed,adults
Confidence,adults
Small Time Crooks,kids
True Crime,adults
Wild Things,adults
A Perfect Murder,adults
Half Baked,adults
The Man Who Knew Too Little,kids
Midnight in the Garden of Good and Evil,adults
Kiss the Girls,adults
The Pelican Brief,kids
The Clovehitch Killer,unrated
"Roman J. Israel, Esq.",teens
Under the Silver Lake,adults
White Boy Rick,adults
The Girl on the Train,adults
Murder on the Orient Express,kids
Stretch,adults
Homefront,adults
Money Monster,adults
The Final Girls,adults
Sightseers,unrated
Halloween,adults
The Girl Next Door,adults
Funny Games,adults
Fanboys,teens
Step Up,kids
Ocean's Twelve,kids
Out of Time,adults
Bandits,teens
Awake,adults
Under Suspicion,adults
Double Jeopardy,adults
8MM,adults
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,adults
Naked Gun 33 1/3: The Final Insult,adults
Oscar,unrated
Psycho II,adults
Creep 2,adults
Blood Father,adults
Muppets Most Wanted,kids
The Frozen Ground,kids
Compliance,adults
Horns,adults
The Raven,adults
Stand Up Guys,adults
Solace,adults
No Sudden Move,adults
Leaves of Grass,adults
Child 44,adults
Sleuth,adults
The Number 23,kids
Unknown,unrated
The Longest Yard,kids
The Interpreter,teens
Mean Machine,adults
The Cell,adults
The General's Daughter,adults
Ace Ventura: When Nature Calls,kids
The River Wild,kids
Malice,adults
Weekend at Bernie's,kids
I Care a Lot,adults
The Guilty,teens
The Many Saints of Newark,adults
Death on the Nile,kids
The Laundromat,adults
Hustlers,adults
Cop Car,adults
The Family,adults
Horrible Bosses 2,adults
Secret in Their Eyes,teens
The Voices,adults
Flypaper,unrated
Kimi,adults
Date Night,adults
All Good Things,adults
The Little Things,adults
The Producers,teens
Mindhunters,adults
Death to Smoochy,adults
High Crimes,adults
Nurse Betty,adults
Intolerable Cruelty,teens
Very Bad Things,adults
A Life Less Ordinary,adults
Throw Momma from the Train,adults
American Gigolo,adults
Synchronic,adults
1922,adults
Malignant,adults
The Whole Truth,adults
Dark Places,adults
Hummingbird,adults
Killing Them Softly,adults
Deadfall,adults
London Boulevard,adults
The Card Counter,adults
Lakeview Terrace,unrated
Lions for Lambs,kids
Untraceable,adults
Saw III,adults
Two for the Money,kids
Taking Lives,adults
The Ladykillers,adults
The Texas Chainsaw Massacre,adults
Femme Fatale,adults
One Night at McCool's,adults
Heartbreakers,teens
Hackers,kids
Needful Things,kids
Turner & Hooch,kids
Anon,unrated
Dom Hemingway,adults
Extract,adults
Duplicity,teens
The Killer Inside Me,adults
The Oxford Murders,adults
The Invisible,teens
Fun with Dick and Jane,kids
Hannibal Rising,adults
Starsky & Hutch,kids
City by the Sea,adults
Murder by Numbers,adults
The Mexican,adults
Snake Eyes,kids
Baby's Day Out,kids
Airheads,adults
Point of No Return,adults
Twins,kids
Get Hard,adults
The Gambler,adults
Righteous Kill,adults
Super Troopers 2,adults
Deception,adults
13,adults
Birthday Girl,kids
Tequila Sunrise,adults
Dragnet,kids
Pink Flamingos,adults
The Captive,adults
The Tall Man,adults
Orphan: First Kill,adults
Pathology,adults
Saw IV,adults
P2,adults
Reno 911!: Miami,adults
Let's Go to Prison,adults
The X Files: I Want to Believe,adults
88 Minutes,kids
Analyze That,adults
Mickey Blue Eyes,teens
The Last House on the Left,unrated
The Hangover Part III,adults
Saving Silverman,kids
The Glass House,teens
The Woman in the Window,adults
Jigsaw,adults
Identity Thief,kids
The Paperboy,adults
Observe and Report,adults
Suburbicon,adults
Perfect Stranger,teens
White Chicks,adults
Enough,teens
101 Dalmatians,unrated
The House,adults
Regression,adults
Runner Runner,adults
Bad Santa 2,adults
The Hitcher,adults
The Black Dahlia,adults
The Pink Panther,kids
Be Cool,teens
The Perfect Score,teens
Domestic Disturbance,unrated
House on Haunted Hill,adults
Jawbreaker,kids
Saw 3D,adults
The Stepfather,adults
The Counselor,adults
The Hustle,adults
The Whole Ten Yards,teens
Spring Breakers,adults
Trespass,adults
The Resident,adults
Balls of Fury,teens
The Watcher,adults
D-Tox,adults
A Nightmare on Elm Street,adults
Paul Blart: Mall Cop,kids
Bachchhan Paandey,kids
Spiral: From the Book of Saw,adults
Big Momma's House,adults
Hot Pursuit,teens
The Snowman,adults
Alex Cross,teens
Cosmopolis,adults
Miss Congeniality 2: Armed & Fabulous,kids
Agent Cody Banks,kids
Get Carter,adults
Happy New Year,kids
Charlie's Angels: Full Throttle,adults
Blues Brothers 2000,kids
Police Academy 4: Citizens on Patrol,kids
Texas Chainsaw Massacre,adults
Tekken,adults
Crocodile Dundee in Los Angeles,kids
The Spirit,teens
Big Momma's House 2,kids
Elektra,kids
Death Note,adults
Taxi,kids
Home Alone 3,kids
Striptease,adults
Police Academy 5: Assignment: Miami Beach,kids
Paul Blart: Mall Cop 2,kids
"Big Mommas: Like Father, Like Son",kids
Little Man,teens
xXx: State of the Union,kids
Kangaroo Jack,kids
Police Academy 6: City Under Siege,kids
Torque,teens
Inspector Gadget,kids
RoboCop 3,kids
Holmes & Watson,teens
Speed 2: Cruise Control,kids
Escape Plan 2: Hades,adults
Catwoman,kids
Police Academy: Mission to Moscow,kids
Heropanti 2,kids
Gigli,kids
Baby Geniuses,kids
Kod Adi K.O.Z.,unrated
Race 3,kids
Radhe,kids
Elk*rtuk,unrated
The Great Escape,kids
Da hong deng long gao gao gua,unrated
Kumonosu-jô,kids
"Quo vadis, Aida?",unrated
JFK,kids
Il gattopardo,unrated
Bronenosets Potemkin,unrated
Kagemusha,kids
All the President's Men,kids
The Ten Commandments,kids
Under sandet,adults
The Man Who Would Be King,kids
The Trial of the Chicago 7,adults
Joyeux Noël,teens
Apollo 13,kids
Empire of the Sun,kids
Der Name der Rose,kids
Novecento,adults
Zulu,kids
Bridge of Spies,kids
The Thin Red Line,adults
Gettysburg,kids
Lo imposible,kids
Jin ling shi san chai,adults
"Se, jie",adults
No,adults
Zero Dark Thirty,adults
The Mission,kids
Gallipoli,unrated
A Bridge Too Far,kids
Den 12. mann,unrated
The Way Back,adults
Across the Universe,teens
Troy,kids
Seabiscuit,kids
Thirteen Days,teens
Jesus Christ Superstar,unrated
The Death of Stalin,adults
The Physician,adults
Shattered Glass,kids
Cold Mountain,adults
The Courier,kids
Valkyrie,kids
Silence,adults
Shakespeare in Love,adults
Padmaavat,kids
The Water Diviner,adults
Cool Runnings,kids
The Bounty,adults
Suffragette,teens
The Crucible,adults
History of the World: Part I,adults
The Good Shepherd,adults
K-19: The Widowmaker,kids
Anna and the King,kids
The Red Sea Diving Resort,teens
Macbeth,adults
The Monuments Men,kids
World Trade Center,kids
Serena,adults
Caligola,adults
"10,000 BC",kids
The Prestige,kids
Apocalypse Now,adults
Psycho,adults
Rear Window,kids
The Lives of Others,adults
Memento,kids
Incendies,adults
Vertigo,adults
Citizen Kane,kids
El secreto de sus ojos,adults
Shutter Island,adults
The Father,kids
The Sixth Sense,adults
The Thing,adults
Chinatown,kids
The Tashkent Files,kids
Gone Girl,adults
Kahaani,kids
Harry Potter and the Deathly Hallows: Part 2,kids
Trois couleurs: Rouge,kids
The Third Man,kids
Rebecca,unrated
The Blue Elephant,unrated
Donnie Darko,kids
Twelve Monkeys,adults
Solaris,kids
Sleuth,unrated
Anatomy of a Murder,adults
Das Cabinet des Dr. Caligari,unrated
Arrival,kids
Darbareye Elly,unrated
The Man from Earth,unrated
Harry Potter and the Prisoner of Azkaban,kids
Hable con ella,adults
Mulholland Dr.,kids
Trois couleurs: Bleu,kids
In the Heat of the Night,kids
Charade,kids
In a Lonely Place,unrated
Laura,unrated
The Thin Man,unrated
Moon,adults
Das weiße Band - Eine deutsche Kindergeschichte,kids
Atonement,kids
The Conversation,kids
L'avventura,kids
The Lady Vanishes,unrated
Get Out,teens
Le passé,teens
Harry Potter and the Deathly Hallows: Part 1,kids
Harry Potter and the Goblet of Fire,kids
Abre los ojos,kids
The Game,kids
La double vie de Véronique,adults
Spoorloos,unrated
Searching,kids
La piel que habito,adults
The Illusionist,kids
Saw,adults
Un long dimanche de fiançailles,kids
The Others,teens
Le violon rouge,adults
Dark City,adults
Lost Highway,adults
The Birds,adults
Beoning,kids
Teströl és lélekröl,adults
The Conjuring,adults
We Need to Talk About Kevin,adults
Hugo,kids
Doubt,teens
Eyes Wide Shut,adults
The Devil's Advocate,adults
Contact,kids
The Abyss,kids
The Omen,adults
Profondo rosso,unrated
The Wicker Man,unrated
Blow-Up,adults
Spellbound,unrated
Palm Springs,adults
The Lighthouse,adults
Gi-eok-ui bam,teens
Durante la tormenta,adults
Gokseong,unrated
Remember,adults
Dans la maison,adults
Cloud Atlas,adults
[Rec],adults
Bhool Bhulaiyaa,kids
El orfanato,adults
The Constant Gardener,kids
Harry Potter and the Chamber of Secrets,kids
K-PAX,kids
Scream,adults
Jacob's Ladder,adults
Carrie,adults
Picnic at Hanging Rock,kids
A Shot in the Dark,kids
To Catch a Thief,adults
Hereditary,adults
The Conjuring 2,kids
I Origins,adults
La cara oculta,adults
Caché,adults
Identity,adults
Unbreakable,kids
Sleepy Hollow,kids
Pi,adults
Death and the Maiden,adults
Manhattan Murder Mystery,kids
Suspicion,unrated
Coherence,unrated
10 Cloverfield Lane,adults
The Fountain,kids
Broken Flowers,kids
Gosford Park,kids
Insomnia,kids
Ringu,kids
Cube,kids
Twin Peaks: Fire Walk with Me,unrated
Angel Heart,adults
The Changeling,kids
Don't Look Now,kids
The Andromeda Strain,kids
The Wolf Man,unrated
Last Night in Soho,adults
Black Mirror: Bandersnatch,adults
Where the Crawdads Sing,kids
Midsommar,adults
First Reformed,adults
Julieta,adults
Winter's Bone,adults
Let Me In,kids
The Invisible Man,adults
The Tragedy of Macbeth,adults
Los cronocrímenes,adults
The Jacket,adults
"Janghwa, Hongryeon",kids
The Ring,kids
Ôdishon,unrated
In the Mouth of Madness,adults
Black Christmas,adults
Carnival of Souls,unrated
Thelma,unrated
The Killing of a Sacred Deer,adults
The Gift,adults
The Words,teens
Buried,kids
Prometheus,adults
Tinker Tailor Soldier Spy,adults
The Cabin in the Woods,adults
Orphan,adults
Shutter,unrated
Holes,kids
The Thirteenth Floor,adults
The X Files,teens
Basic Instinct,adults
The Boys from Brazil,unrated
"Alphaville, une étrange aventure de Lemmy Caution",unrated
The Trouble with Harry,adults
Tully,adults
The VVitch: A New-England Folktale,adults
Enemy,teens
Triangle,adults
Pig,adults
Nope,adults
Extremely Loud & Incredibly Close,teens
Wicker Park,teens
Vanilla Sky,adults
Hearts in Atlantis,kids
Stir of Echoes,adults
Presumed Innocent,kids
Us,adults
The Autopsy of Jane Doe,adults
It Follows,adults
Mr. Holmes,kids
Annihilation,adults
The Babadook,adults
Sinister,adults
Eliza Graves,teens
Odd Thomas,unrated
Insidious,kids
Martha Marcy May Marlene,adults
The Imaginarium of Doctor Parnassus,teens
Inland Empire,kids
1408,adults
Signs,kids
Spider,adults
eXistenZ,unrated
The Firm,kids
The Witches,kids
The 'Burbs,kids
Fear Street: 1978,adults
Freaks,adults
Run,teens
Saint Maud,adults
The Vast of Night,teens
I Am Mother,teens
Summer of 84,unrated
Housebound,unrated
"Ich seh, Ich seh",adults
Los ojos de Julia,unrated
Suspiria,adults
Proof,teens
Stay,kids
Gin gwai,adults
Honogurai mizu no soko kara,kids
Cypher,adults
The Gift,adults
The Ninth Gate,kids
From Hell,adults
Return to Oz,kids
The Quiet Earth,kids
2010: The Year We Make Contact,unrated
Fear Street: 1666,adults
Marrowbone,adults
Happy Death Day,kids
Mother!,adults
Bird Box,adults
Midnight Special,teens
The Invitation,adults
X,adults
Saw II,adults
The Da Vinci Code,adults
The Village,kids
The Manchurian Candidate,adults
What Lies Beneath,adults
Powder,teens
Copycat,adults
The Night House,adults
Possessor,adults
Annabelle: Creation,adults
The Endless,unrated
Ad Astra,teens
Crimson Peak,adults
Oculus,adults
Insidious: Chapter 2,adults
The Double,adults
Host,unrated
A Perfect Getaway,adults
Blindness,adults
The Skeleton Key,teens
Silent Hill,adults
Secret Window,kids
Dead End,adults
The Blair Witch Project,kids
The Faculty,kids
Stealing Beauty,adults
The Exorcist III,adults
Unsane,unrated
Ghostland,unrated
A Cure for Wellness,adults
Luckiest Girl Alive,adults
White Bird in a Blizzard,adults
Europa Report,teens
Before I Fall,teens
The Awakening,adults
The Lucky One,kids
Chehre,kids
Alice in Wonderland,kids
The Mothman Prophecies,kids
Session 9,adults
Wes Craven's New Nightmare,kids
The People Under the Stairs,adults
Friday the 13th,adults
Star Trek: The Motion Picture - The Director's Edition,kids
The Conjuring: The Devil Made Me Do It,adults
Apostle,adults
The Ritual,adults
Lights Out,adults
Paper Towns,teens
Project Almanac,teens
The Loft,adults
While We're Young,adults
Before I Go to Sleep,adults
Under the Skin,adults
Devil,kids
Paranormal Activity,kids
The House of the Devil,adults
Scream,adults
Dear John,kids
The Uninvited,teens
"Hail, Caesar!",kids
Flightplan,kids
Don't Say a Word,kids
Scream 2,kids
The Vanishing,kids
Happy Death Day 2U,kids
Fear Street: 1994,adults
The Empty Man,adults
Color Out of Space,unrated
It Comes at Night,unrated
Ouija: Origin of Evil,adults
The Visit,adults
Scary Stories to Tell in the Dark,kids
Berlin Syndrome,adults
"As Above, So Below",teens
Alice Through the Looking Glass,kids
Open Grave,unrated
Red Lights,adults
Scream 4,adults
Dorian Gray,adults
The Thing,adults
The Nines,adults
Case 39,adults
Birth,adults
Solaris,kids
Jeepers Creepers,adults
The Hole,unrated
The Arrival,teens
Brightburn,adults
Personal Shopper,adults
Insidious: Chapter 3,adults
Winter's Tale,adults
Grave Encounters,unrated
Mirrors,adults
The Strangers,adults
Dead Silence,kids
Dragonfly,kids
Relic,adults
The Lodge,adults
Unfriended: Dark Web,teens
The Boy,kids
The Taking,adults
Circle,unrated
The Signal,teens
Greta,kids
The Zero Theorem,adults
Rebecca,adults
The House with a Clock in Its Walls,kids
Dream House,teens
Saw VI,adults
The Rite,teens
Hellraiser,adults
The Midnight Meat Train,adults
The Good German,adults
Original Sin,kids
Friday the 13th Part 2,unrated
Cam,unrated
Annabelle Comes Home,adults
Antlers,adults
The Fourth Kind,teens
After.Life,adults
Premonition,kids
The Possession,adults
The Grudge,kids
Hide and Seek,adults
Vivarium,kids
Eli,adults
High Life,adults
The Prodigy,adults
The Void,unrated
Reminiscence,kids
Paranormal Activity 3,adults
Old,kids
Antebellum,adults
The Haunting in Connecticut,teens
Passengers,teens
Cry Wolf,teens
Without a Paddle,teens
The Forgotten,teens
Gothika,adults
The Relic,adults
I Know What You Did Last Summer,adults
Velvet Buzzsaw,adults
Insidious: The Last Key,kids
Honeymoon,adults
The Dyatlov Pass Incident,adults
Paranormal Activity 2,kids
The Last Exorcism,teens
The Rental,adults
Pet Sematary,adults
Ma,adults
Unfriended,adults
Dark Water,teens
Creep,adults
Cube Zero,kids
The Box,teens
Club Dread,adults
Urban Legend,adults
Scream 3,kids
Gretel & Hansel,kids
The Innkeepers,adults
The Ward,kids
Friday the 13th,adults
All the Boys Love Mandy Lane,adults
The Omen,adults
Lady in the Water,kids
White Noise,teens
Cube 2: Hypercube,adults
"Dude, Where's My Car?",adults
Serenity,adults
In the Tall Grass,adults
Annabelle,adults
Deep Water,adults
Red Riding Hood,teens
Mute,adults
My Bloody Valentine,adults
Winchester,teens
Turistas,adults
The Eye,teens
The Ring Two,adults
The Nun,adults
Sinister 2,adults
Sleeping Beauty,adults
Things Heard & Seen,teens
The Witches,kids
The Messengers,teens
Southland Tales,adults
The Curse of La Llorona,adults
Friend Request,adults
The Lazarus Effect,teens
Flatliners,adults
Apollo 18,teens
Hubie Halloween,teens
Mutant Chronicles,adults
Shutter,adults
Scooby-Doo,kids
Congo,kids
Grave Encounters 2,unrated
Abduction,kids
Sorority Row,adults
The Covenant,adults
The Haunted Mansion,kids
Scooby-Doo 2: Monsters Unleashed,kids
Exorcist: The Beginning,adults
Halloween III: Season of the Witch,unrated
How It Ends,teens
Hot Tub Time Machine 2,adults
Paranormal Activity: The Marked Ones,kids
Chernobyl Diaries,adults
Blair Witch,adults
Srpski film,adults
Stay Alive,kids
An American Haunting,teens
The Haunting,adults
Vanishing on 7th Street,adults
Fantasy Island,adults
Silent Hill: Revelation,adults
Darkness Falls,teens
The Titan,unrated
The Forest,kids
DOA: Dead or Alive,kids
Valentine,adults
Zoolander 2,kids
The Unborn,teens
I Still Know What You Did Last Summer,adults
Friday the 13th: A New Beginning,adults
Paranormal Activity: The Ghost Dimension,adults
Paranormal Activity 4,adults
Psycho,adults
Ouija,adults
Rings,adults
Basic Instinct 2,adults
Boogeyman,teens
One Missed Call,adults
Book of Shadows: Blair Witch 2,adults
The Wicker Man,teens
The Fog,adults
I Know Who Killed Me,adults
Slender Man,kids
The Shawshank Redemption,adults
Hababam Sinifi,unrated
777 Charlie,kids
Fight Club,adults
Forrest Gump,kids
Soorarai Pottru,kids
One Flew Over the Cuckoo's Nest,adults
Interstellar,kids
Saving Private Ryan,adults
La vita è bella,kids
It's a Wonderful Life,kids
96,kids
Gisaengchung,adults
Whiplash,adults
Nuovo Cinema Paradiso,kids
Casablanca,kids
Modern Times,unrated
City Lights,kids
Capharnaüm,adults
3 Idiots,kids
Taare Zameen Par,kids
American Beauty,kids
Idi i smotri,adults
Das Boot,adults
The Shining,adults
Paths of Glory,adults
Sunset Blvd.,unrated
The Great Dictator,unrated
Jagten,kids
Jodaeiye Nader az Simin,kids
The Kashmir Files,adults
Inglourious Basterds,adults
Eternal Sunshine of the Spotless Mind,kids
Requiem for a Dream,adults
Good Will Hunting,kids
Full Metal Jacket,kids
Judgment at Nuremberg,adults
The Apartment,kids
Pather Panchali,kids
Ikiru,kids
Ladri di biciclette,kids
Metropolis,unrated
The Kid,unrated
Chhichhore,kids
Tumbbad,adults
Zindagi Na Milegi Dobara,kids
Dara iz Jasenovca,adults
Miracle in Cell No. 7,unrated
Babam ve Oglum,unrated
There Will Be Blood,adults
Pan's Labyrinth,kids
"Swades: We, the People",kids
The Truman Show,kids
Bacheha-Ye aseman,kids
The Bridge on the River Kwai,kids
Tôkyô monogatari,kids
Le salaire de la peur,kids
Umberto D.,unrated
All About Eve,unrated
Gone with the Wind,kids
Portrait de la jeune fille en feu,adults
Dil Bechara,teens
Masaan,adults
Ah-ga-ssi,adults
Queen,kids
Room,kids
Relatos salvajes,adults
Mandariinid,unrated
Kis Uykusu,unrated
PK,kids
OMG: Oh My God!,kids
Barfi!,kids
Udaan,kids
The Help,kids
Gran Torino,kids
Chak De! India,kids
Million Dollar Baby,kids
Before Sunset,adults
Black,kids
Munna Bhai M.B.B.S.,kids
Dil Chahta Hai,unrated
Her Sey Çok Güzel Olacak,unrated
Amores perros,adults
Lagaan: Once Upon a Time in India,kids
Festen,adults
Fa Yeung Nin Wah,kids
Trainspotting,adults
Underground,unrated
Before Sunrise,teens
Groundhog Day,kids
Ba wang bie ji,adults
Dead Poets Society,kids
Stand by Me,kids
Platoon,kids
Jean de Florette,kids
"Paris, Texas",kids
Fanny och Alexander,adults
Stalker,kids
Höstsonaten,kids
The Deer Hunter,adults
Rocky,kids
Network,kids
Barry Lyndon,kids
A Woman Under the Influence,unrated
Anand,kids
Persona,unrated
La battaglia di Algeri,unrated
Nattvardsgästerna,unrated
Jungfrukällan,adults
Ben-Hur,kids
Smultronstället,kids
Det sjunde inseglet,adults
Le notti di Cabiria,unrated
Ace in the Hole,unrated
The Red Shoes,unrated
The Best Years of Our Lives,unrated
The Grapes of Wrath,unrated
Mr. Smith Goes to Washington,kids
La Grande Illusion,unrated
All Quiet on the Western Front,kids
Sunrise: A Song of Two Humans,unrated
La La Land,adults
The Martian,kids
Mommy,adults
Her,adults
The Perks of Being a Wallflower,kids
Okuribito,teens
CODA,adults
Black Swan,adults
Lage Raho Munna Bhai,kids
Blood Diamond,adults
Dare mo shiranai,teens
Bom yeoreum gaeul gyeoul geurigo bom,adults
Big Fish,kids
Yeopgijeogin geunyeo,unrated
Vizontele,unrated
Magnolia,adults
Central do Brasil,adults
La leggenda del pianista sull'oceano,unrated
Sling Blade,adults
Secrets & Lies,kids
Dilwale Dulhania Le Jayenge,kids
Scent of a Woman,kids
Rain Man,kids
Der Himmel über Berlin,kids
Au revoir les enfants,kids
Nostalgia,unrated
Pink Floyd: The Wall,adults
Fitzcarraldo,unrated
Being There,unrated
Viskningar och rop,adults
The Last Picture Show,kids
Fiddler on the Roof,kids
Rosemary's Baby,adults
The Graduate,adults
Who's Afraid of Virginia Woolf?,adults
8½,unrated
El ángel exterminador,unrated
What Ever Happened to Baby Jane?,adults
Ivanovo detstvo,adults
Såsom i en spegel,unrated
The Hustler,adults
La dolce vita,adults
Sweet Smell of Success,kids
La Strada,unrated
Stalag 17,unrated
Roma città aperta,unrated
Brief Encounter,kids
The Shop Around the Corner,unrated
Badhaai ho,kids
Marriage Story,kids
Sing Street,teens
Jojo Rabbit,kids
Wonder,kids
Gully Boy,kids
Short Term 12,adults
Before Midnight,adults
Hoje Eu Quero Voltar Sozinho,unrated
The Artist,kids
Amour,kids
Dev.D,adults
My Name Is Khan,kids
Låt den rätte komma in,adults
The Wrestler,kids
Jab We Met,kids
Mimi,teens
Boyhood,adults
"4 luni, 3 saptamâni si 2 zile",unrated
Life of Pi,kids
C.R.A.Z.Y.,unrated
Vozvrashchenie,unrated
Kal Ho Naa Ho,kids
Gegen die Wand,adults
No Man's Land,adults
Almost Famous,adults
Titanic,kids
Boogie Nights,adults
Edward Scissorhands,kids
Do the Right Thing,kids
Sacrifice,kids
Hannah and Her Sisters,unrated
Brazil,kids
Manhattan,unrated
Amarcord,unrated
Harold and Maude,unrated
Il conformista,kids
Doctor Zhivago,adults
Vivre sa vie: Film en douze tableaux,unrated
The Manchurian Candidate,adults
Hiroshima mon amour,unrated
Cat on a Hot Tin Roof,adults
A Streetcar Named Desire,adults
Harvey,unrated
